Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
410258;BlackRock - World Financials A2;    789,08;  788,96;2026-09-01
338590;BlackRock - World Gold A2;   1064,36; 1064,19;2026-09-01
374421;BlackRock - World Healthscience A2;    765,59;  765,47;2026-09-01
481911;BlackRock - World Mining A2;   1127,95; 1127,77;2026-09-01
644294;BlackRock - World Real Estate Securities Fund A2;    169,48;  169,45;2026-09-01
446088;BlackRock - World Technology A2;   1376,08; 1375,86;2026-09-01
422709;BMC Global Select fund;    415,64;  415,64;2026-08-31
408062;C WorldWide Asia 1A;   3258,87; 3258,36;2026-09-01
515554;C WorldWide Global Equities 1A;   2345,00; 2344,63;2026-09-01
479725;C WorldWide Global Equities Ethical 1A;    418,73;  418,67;2026-09-01
443895;C WorldWide Healthcare Select 1A;   1621,19; 1620,97;2026-09-01
721035;C WorldWide Sweden Small Cap 1A;    785,38;  785,38;2026-09-01
320176;Carnegie Fastighetsfond Norden A;    447,27;  447,27;2026-09-01
505586;Carnegie Indienfond A;    724,52;  724,52;2026-09-01
214163;Carnegie Likviditetsfond A;   1371,08; 1371,08;2026-09-01
341362;Carnegie Listed Private Equity A;    723,22;  723,22;2026-09-01
554691;Carnegie Obligationsfond A;    987,58;  987,58;2026-09-01
584912;Carnegie Småbolagsfond A;    838,43;  838,43;2026-09-01
357483;Carnegie Strategifond A;   2607,98; 2607,98;2026-09-01
393314;Carnegie Sverigefond A;   6111,51; 6111,51;2026-09-01
976506;CB Save Earth Fund RC;    287,53;  287,49;2026-08-28
384750;Cicero Avkastning A;    143,89;  143,89;2026-09-01
959502;Cicero Hållbar Mix A;    209,29;  209,29;2026-09-01
356410;Cliens Småbolag ;   3229,81; 3229,81;2026-09-01
423822;Cliens Sverige;   1103,10; 1103,10;2026-09-01
386870;Coeli High Yield Opportunities;    130,22;  130,22;2026-08-31
330324;CPR Invest Global Gold Mines A2;   2403,51; 2403,13;2026-08-31
366154;CPR Invest Global Lifestyles A2;   1174,98; 1174,80;2026-08-31
291906;D&G Aktiefond;   4809,94; 4809,94;2026-09-01
541235;D&G Global All Cap;    449,85;  449,85;2026-09-01
140491;D&G Småbolag;   1221,73; 1221,73;2026-09-01
829945;Danske Invest SICAV - Aktiv Förmögenhetsförvaltning SI;   4680,84; 4680,84;2026-09-01
408898;Danske Invest SICAV - Euro Investment Grade Corporate Bond A;    166,08;  166,08;2026-08-31
571399;Danske Invest SICAV - Europe Small Cap A;    191,02;  191,02;2026-08-31
865774;Danske Invest SICAV - Sverige Kort Ränta SI;   1350,46; 1350,46;2026-09-01
901603;Danske Invest SICAV - Sverige Ränta SI;   1184,92; 1184,92;2026-09-01
463901;Danske Invest SICAV Sverige Småbolag Class SI;    221,30;  221,30;2026-08-31
184580;Delphi Global A2;   2671,89; 2671,89;2026-08-31
326660;DNB Global Emerging Markets S;    169,27;  169,27;2026-08-31
255001;DNB Health Care S;    183,32;  183,32;2026-08-31
290833;DNB SMB S;    187,52;  187,52;2026-08-31
183343;DNB Teknologi S;    272,50;  272,50;2026-08-31
623637;East Capital Global Emerging Markets Sustainable A;    397,35;  397,35;2026-09-01
870907;East Capital Global Frontier Markets A;    315,74;  315,74;2026-09-01
664482;Evli Corporate Bond Placeringsfonden B ;   1470,09; 1470,09;2026-08-31
229625;Evli Emerging Markets Credit Placeringsfonden B;   1388,73; 1388,55;2026-08-31
570044;Evli Finland Select Placeringsfonden B;    885,72;  885,60;2026-08-31
367987;Evli GEM Placeringsfonden B;   2863,42; 2863,03;2026-08-31
793109;Evli Global Placeringsfonden B;   4680,99; 4680,99;2026-08-31
700310;Evli High Yield Placeringsfonden B;   1970,17; 1970,17;2026-08-28
574582;Evli Likviditet Placeringsfonden B;   1209,65; 1209,65;2026-08-31
621631;Evli Short Corporate Bond Placeringsfonden B;    373,29;  373,23;2026-08-31
420463;Evli Sverige Småbolag;   8354,80; 8354,80;2026-08-31
850776;Fidelity - America Fund A;    503,72;  503,65;2026-09-01
994095;Fidelity - Asian Pacific Opportunities Fund A;    381,24;  381,19;2026-09-01
922435;Fidelity - Asian Special Situations Fund A;    813,54;  813,43;2026-09-01
886606;Fidelity - China Consumer  Fund A;    196,68;  196,66;2026-09-01
958264;Fidelity - China Focus Fund A;    118,93;  118,91;2026-09-01
313320;Fidelity - Emerging Asia Fund A;    527,42;  527,35;2026-09-01
349150;Fidelity - Emerging Markets Funds A;    294,13;  294,09;2026-09-01
277491;Fidelity - Global High  Yield Fund A;    173,80;  173,77;2026-09-01
976928;Folksam LO Sverige;    754,20;  754,20;2026-09-01
941096;Folksam LO Världen;    456,08;  456,08;2026-09-01
202002;Fondita Global Megatrends Placeringsfond B;   1501,47; 1501,27;2026-09-01
237834;Fondita Nordic Small Cap Placeringsfond B;   2331,22; 2330,91;2026-09-01
389239;Franklin Biotechnology Discovery Fund;    690,31;  690,20;2026-08-31
170894;Franklin India Fund A ;    592,05;  591,96;2026-08-31
717496;Franklin Mutual Global Discovery Fund A;    333,35;  333,30;2026-08-31
532558;Franklin Natural Resources Fund A;    128,29;  128,27;2026-08-31
496729;Franklin Technology Fund A;    719,29;  719,17;2026-08-31
384107;Franklin U.S. Opportunities Fund A;    384,40;  384,34;2026-08-31
201111;GodFond Sverige & Världen;    615,76;  615,76;2026-09-01
992099;Goldman Sachs Asia Equity Income P;  21655,08;21651,69;2026-09-01
523050;Goldman Sachs Global Equity Impact Opportunities P;   6170,82; 6169,98;2026-09-01
401695;Goldman Sachs Global Social Impact Equity P;  21774,97;21771,57;2026-09-01
666370;Goldman Sachs Greater China Equity P;  19165,25;19162,25;2026-09-01
971010;Goldman Sachs Green Bond P;     89,08;   89,08;2026-09-01
929224;Handelsbanken  USA Index Criteria A1;   1173,33; 1173,33;2026-09-01
840033;Handelsbanken Amerika Tema A1;   2675,62; 2675,62;2026-09-01
504100;Handelsbanken Asien Tema A1;   1478,47; 1478,47;2026-09-01
491233;Handelsbanken Developed Markets Index Criteria A1;    153,04;  153,04;2026-09-01
750075;Handelsbanken Emerging Markets Index A1;    318,75;  318,75;2026-09-01
629543;Handelsbanken Europa Index Criteria A1;    263,85;  263,85;2026-09-01
785907;Handelsbanken Global Index Criteria A1;    706,91;  706,91;2026-09-01
549552;Handelsbanken Global Småbolag Index Criteria A1;    227,83;  227,83;2026-09-01
123679;Handelsbanken Global Tema A1;   1112,36; 1112,36;2026-09-01
644005;Handelsbanken Hälsovård Tema A1;    457,54;  457,54;2026-09-01
687509;Handelsbanken Hållbar Energi A1;    369,56;  369,56;2026-09-01
718205;Handelsbanken Kortränta A1;    164,05;  164,05;2026-09-01
524702;Handelsbanken Långränta A1;    112,36;  112,36;2026-09-01
674630;Handelsbanken Norden Selektiv (A1 SEK);    838,36;  838,36;2026-09-01
751495;Handelsbanken Nordiska Småbolag A1;   1886,42; 1886,42;2026-09-01
167114;Handelsbanken Pension 40 A12;    180,90;  180,90;2026-08-31
314682;Handelsbanken Pension 50 A12;    252,67;  252,67;2026-08-31
350512;Handelsbanken Pension 60 A12;    422,41;  422,41;2026-08-31
278853;Handelsbanken Pension 70 A12;    534,93;  534,93;2026-08-31
243022;Handelsbanken Pension 80 A12;    534,23;  534,23;2026-08-31
952010;Handelsbanken Svenska Småbolag A1;   2529,60; 2529,60;2026-09-01
465914;Handelsbanken Sverige 100 Index Criteria A1;    551,04;  551,04;2026-09-01
638809;Handelsbanken Sverige Index Criteria (A1 SEK);    605,74;  605,74;2026-09-01
602979;Handelsbanken Sverige LM Index (A1 SEK);    124,49;  124,49;2026-09-01
459652;Handelsbanken Sverige Selektiv (A1 SEK);   1015,79; 1015,79;2026-09-01
987842;Handelsbanken Tillväxtmarknad Tema A1;    645,11;  645,11;2026-09-01
500976;HealthInvest Small & Mid Cap Healthcare;    182,69;  182,69;2026-08-31
282632;Holberg Global A;    659,02;  658,76;2026-09-01
318469;Holberg Norge;   1672,19; 1671,54;2026-09-01
712299;Humle Småbolagsfond A;    743,04;  743,04;2026-09-01
307306;Indecap Guide 1 C;    127,65;  127,65;2026-08-31
271478;Indecap Guide 2 C;    295,07;  295,07;2026-08-31
233585;JPMorgan China A;    716,38;  716,27;2026-09-01
305243;JPMorgan Emerging Markets Equity A ;    647,32;  647,22;2026-09-01
124438;JPMorgan Funds - Europe Sustainable Equity Fund;   2713,96; 2713,59;2026-09-01
535569;JPMorgan Funds - Europe Sustainable Small Cap Equity Fund;   1843,23; 1842,99;2026-09-01
676460;Kotak Funds - India Growth Fund;    231,48;  231,44;2026-08-31
895699;Kotak Funds - India Midcap A;    383,63;  383,57;2026-08-31
224493;KPA Blandfond;    529,83;  529,83;2026-09-01
295857;Lannebo Emerging Markets A;    398,57;  398,57;2026-09-01
182759;Lannebo Europa Småbolag A;     19,52;   19,52;2026-08-26
660829;Lannebo FRN A;    131,73;  131,73;2026-09-01
104786;Lannebo Företagsobligationsfond A;    136,96;  136,96;2026-09-01
964767;Lannebo Global A;    563,46;  563,46;2026-09-01
163923;Lannebo Global Growth A;   1813,82; 1813,82;2026-09-01
294918;Lannebo Kort ränta;    104,94;  104,94;2026-09-01
642298;Lannebo Marknad Pacific;    449,25;  449,25;2026-09-01
678128;Lannebo Marknad USA A;    694,56;  694,56;2026-09-01
878520;Lannebo Mixfond;     40,01;   40,01;2026-09-01
861104;Lannebo Mixfond Offensiv A;    355,56;  355,56;2026-09-01
513722;Lannebo Obligationsfond A;    102,54;  102,54;2026-09-01
844100;Lannebo Realräntefond A;    125,97;  125,97;2026-09-01
694539;Lannebo Small Cap Oppurtunities A;   7785,82; 7785,82;2026-09-01
842690;Lannebo Småbolag;    191,10;  191,10;2026-09-01
416867;Lannebo Sweden Micro Cap;   2121,38; 2121,38;2026-09-01
771030;Lannebo Teknik;     24,07;   24,07;2026-09-01
313742;Länsförsäkringar Fastighetsfond A;   5664,25; 5664,25;2026-09-01
874560;Länsförsäkringar Företagsobligation Vision ;    126,50;  126,50;2026-09-01
563965;Länsförsäkringar Global Vision A;    121,55;  121,55;2026-09-01
470104;Länsförsäkringar Japan Index;    241,62;  241,62;2026-09-01
420646;Länsförsäkringar Kort Räntefond;    118,22;  118,22;2026-09-01
242081;Länsförsäkringar Lång Räntefond A;    166,39;  166,39;2026-09-01
599795;Länsförsäkringar Mix Vision A;    640,34;  640,34;2026-09-01
515676;Länsförsäkringar Småbolag Sverige Vision A;   1691,27; 1691,27;2026-09-01
814772;Länsförsäkringar Sparmål 2015;    276,68;  276,68;2026-09-01
778944;Länsförsäkringar Sparmål 2020;    308,42;  308,42;2026-09-01
743112;Länsförsäkringar Sparmål 2025;    408,62;  408,62;2026-09-01
707281;Länsförsäkringar Sparmål 2030;    485,03;  485,03;2026-09-01
671453;Länsförsäkringar Sparmål 2035;    284,50;  284,50;2026-09-01
635623;Länsförsäkringar Sparmål 2040;    304,57;  304,57;2026-09-01
832360;Länsförsäkringar Sparmål 2045;    370,04;  370,04;2026-09-01
434274;Länsförsäkringar Tillväxtmarknad Index A;    255,60;  255,60;2026-09-01
456475;Länsförsäkringar USA Aktiv A;   1315,60; 1315,60;2026-09-01
551507;Länsförsäkringar USA Index;   1183,88; 1183,88;2026-09-01
117002;Lärarfond Balanserad;     40,02;   40,02;2026-09-01
981175;Lärarfond Försiktig;     21,01;   21,01;2026-09-01
152835;Lärarfond Offensiv;     56,65;   56,65;2026-09-01
343665;Mercer Passive Sustainable Global Equity UCITS CCF;   1260,24; 1260,24;2026-09-01
615310;Naventi Balanserad Flex;    235,18;  235,18;2026-08-31
447086;Naventi Defensiv Flex;    169,59;  169,59;2026-08-31
727057;Naventi Offensiv Flex;    357,93;  357,93;2026-08-31
196097;Nordea European Sustainable Stars Equity Fund;   2670,28; 2670,28;2026-09-01
430975;Nordea Generationsfond 50-tal;    163,31;  163,31;2026-09-01
359315;Nordea Generationsfond 60-tal;    305,98;  305,98;2026-09-01
287656;Nordea Generationsfond 70-tal;    358,03;  358,03;2026-09-01
215996;Nordea Generationsfond 80-tal;    341,35;  341,35;2026-09-01
596429;Nordea Generationsfond 90-tal;    422,22;  422,22;2026-09-01
502633;Nordea Generationsfond Senior;    102,76;  102,76;2026-09-01
282517;Nordea Global;     12,24;   12,24;2026-09-01
995571;Nordea Globala Tillväxtmarknader ;    625,72;  625,72;2026-09-01
469692;Nordea Indienfond;    449,19;  449,19;2026-09-01
653097;Nordea Kinafond;    294,80;  294,80;2026-09-01
861757;Nordea Nordic Fund;      3,41;    3,41;2026-09-01
648964;Nordea Obligationsfond;    124,69;  124,69;2026-09-01
131409;Nordea Realräntefond;    171,07;  171,07;2026-09-01
286294;Nordea Småbolagsfond Norden;    340,69;  340,69;2026-09-01
428078;Nordea Småbolagsfond Sverige;    646,88;  646,88;2026-09-01
840090;Nordea Stratega Ränta;    139,15;  139,15;2026-09-01
613133;Nordea Swedish Bond Stars;    109,59;  109,59;2026-09-01
419101;Odin Emerging Markets C;    585,11;  584,89;2026-09-01
332156;Odin Fastighet C;   1269,33; 1268,84;2026-09-01
562421;Odin Global C;    544,94;  544,72;2026-09-01
562728;Odin Norge C ;   9150,51; 9146,95;2026-09-01
165755;Pareto Aksje Norge B;   5387,89; 5385,79;2026-08-31
912691;Pareto Global B;   4789,31; 4787,44;2026-09-01
134593;Pareto Räntefond A;   1297,74; 1297,74;2026-09-01
917955;Pictet Asian  Equities Ex Japan R;   3838,38; 3837,78;2026-09-01
260919;Pictet Biotech R;  12747,16;12745,17;2026-09-01
882126;Pictet China Equities R;   4593,61; 4592,89;2026-09-01
887497;Pictet Clean Energy Transition R;   2099,85; 2099,52;2026-09-01
296749;Pictet Digital R;   6689,52; 6688,48;2026-09-01
404236;Pictet Emerging Markets R;   7346,44; 7345,29;2026-09-01
280925;Pictet EUR Bonds R;   5214,99; 5214,28;2026-08-28
173435;Pictet Global Emerging Debt R;   4111,37; 4110,72;2026-08-28
690693;Pictet Global Megatrend Selection R;   3925,57; 3924,95;2026-09-01
874271;Pictet Indian Equities R;   7034,81; 7033,71;2026-09-01
910109;Pictet Japanese Equity Opportunities R;   1519,50; 1519,00;2026-09-01
688986;Pictet Longevity R;   2594,19; 2593,78;2026-09-01
923383;Pictet Premium Brands R;   2561,11; 2560,76;2026-09-01
968891;Pictet Security R;   4049,11; 4048,47;2026-09-01
755033;Pictet Timber R;   1800,98; 1800,70;2026-09-01
189258;Pictet Water R;   4539,95; 4539,34;2026-09-01
241661;Pictet-Emerging Corporate Bonds R ;   1311,39; 1311,19;2026-08-28
487108;Prior & Nilsson Realinvest A;   3809,15; 3809,15;2026-09-01
670091;S-Bank Emerging Markets Equity Fund;    264,59;  264,55;2026-09-01
324665;S-Banken Fenno Aktie A;   5729,80; 5729,03;2026-09-01
360495;S-Banken USA Aktie A;    855,31;  855,20;2026-09-01
531310;SEB 3 - SEB Sweden Equity Fund;    139,37;  139,37;2026-09-01
301580;SEB Aktiesparfond;     33,72;   33,72;2026-09-01
914945;SEB Asienfond ex Japan;     44,99;   44,99;2026-09-01
639633;SEB Asset Selection Fund C;    174,54;  174,54;2026-08-31
651679;SEB Dynamic Bond Fund C;    120,24;  120,24;2026-09-01
520759;SEB Dynamisk Aktiefond;     32,84;   32,84;2026-08-31
950774;SEB Emerging Marketsfond;     54,22;   54,22;2026-08-31
556589;SEB Europafond Småbolag;    117,55;  117,55;2026-09-01
988600;SEB Europe Equity Fund;   1459,72; 1459,52;2026-08-31
698952;SEB Global Aktiefond;     40,70;   40,70;2026-09-01
882358;SEB Global High Yield Fund C;    215,04;  215,04;2026-08-31
405704;SEB Green Bond Fund C;    103,38;  103,38;2026-08-31
229922;SEB Läkemedelsfond;     35,11;   35,11;2026-09-01
916354;SEB Nordamerikafond Små och Medelstora Bolag A;   5148,53; 5148,53;2026-09-01
484923;SEB Nordenfond;     79,08;   79,08;2026-09-01
710467;SEB Nordic Small Cap Fund;    102,84;  102,84;2026-08-31
997403;SEB Pension Fund C;    239,68;  239,68;2026-08-31
496497;SEB Realräntefond D;     12,63;   12,63;2026-09-01
495482;SEB Sverigefond;     57,82;   57,82;2026-09-01
499731;SEB Sverigefond Småbolag;    136,18;  136,18;2026-09-01
194092;SEB Teknologifond ;    157,44;  157,44;2026-08-31
879114;SEB Världenfond;     28,64;   28,64;2026-08-31
383159;SEB Östeuropafond Små och Medelstora Bolag ex Ryssland C;     63,42;   63,41;2026-08-31
443721;Seligson & Co Euroobligation A;     41,48;   41,48;2026-09-01
479550;Seligson & Co Global Top 25 Brands A;    221,71;  221,68;2026-09-01
416982;Seligson & Co Global Top 25 Pharmaceuticals A;    580,40;  580,33;2026-09-01
303701;Sensor Sverige Select;    441,87;  441,87;2026-09-01
832717;Simplicity Företagsobligationer A;    156,82;  156,82;2026-09-01
934711;Simplicity Global Corporate Bond A;    148,30;  148,30;2026-09-01
418699;Simplicity Likviditet A;    130,44;  130,44;2026-09-01
567140;Simplicity Sverige;    286,29;  286,29;2026-09-01
153007;SKAGEN Focus D;    283,03;  282,92;2026-09-01
984187;SKAGEN Global E;   3724,38; 3722,93;2026-09-01
501981;SKAGEN Kon-Tiki F;   1691,01; 1690,35;2026-09-01
260497;SKAGEN m2 C;    265,20;  265,09;2026-09-01
296327;SKAGEN Vekst C;   7166,79; 7163,99;2026-09-01
546960;Skandia Balanserad;    656,55;  656,55;2026-09-01
654459;Skandia Europa Exponering;   1146,14; 1146,14;2026-09-01
403642;Skandia Försiktig;    256,81;  256,81;2026-09-01
545426;Skandia Global Exponering A;    579,77;  579,77;2026-09-01
582791;Skandia Japan Exponering;    435,51;  435,51;2026-09-01
331983;Skandia Korträntefond;    147,16;  147,16;2026-09-01
256362;Skandia Nordamerika Exponering;    780,47;  780,47;2026-09-01
726117;Skandia Obligationsfond;    186,99;  186,99;2026-09-01
469817;Skandia Realräntefond;    158,63;  158,63;2026-09-01
103606;Skandia Småbolag Sverige;   1516,46; 1516,46;2026-09-01
439471;Skandia Time Global;   1338,42; 1338,42;2026-09-01
511139;Skandia USA;   2469,65; 2469,65;2026-09-01
475301;Skandia Världen;    963,18;  963,18;2026-09-01
465147;Spiltan Globalfond Investmentbolag;    320,45;  320,45;2026-09-01
560599;Spiltan Högräntefond;    142,72;  142,72;2026-09-01
972497;Spiltan Räntefond Sverige;    152,47;  152,47;2026-09-01
152181;Spiltan Småbolagsfond;   1458,68; 1458,68;2026-09-01
391482;SPP Generation 40-tal;    328,51;  328,51;2026-09-01
427310;SPP Generation 50-tal;    528,75;  528,75;2026-09-01
463141;SPP Generation 60-tal;   1027,12; 1027,12;2026-09-01
498972;SPP Generation 70-tal;    554,02;  554,02;2026-09-01
844522;SPP Generation 80-tal;    296,05;  296,05;2026-09-01
459891;Storebrand Emerging Markets A;    295,49;  295,49;2026-09-01
429316;Storebrand Emerging Markets Plus A;    324,31;  324,31;2026-09-01
140673;Storebrand Europa A;    310,64;  310,64;2026-09-01
331686;Storebrand FRN Företagsobligation A;    136,01;  136,01;2026-09-01
126268;Storebrand Global Corporate Bond IG 4-6Y A SEK H;    106,60;  106,60;2026-09-01
912220;Storebrand Global High Dividend Low Volatility A;    373,31;  373,31;2026-09-01
527060;Storebrand Global Indeks A4;   2718,00; 2717,58;2026-09-01
162099;Storebrand Global Multifactor A;    254,45;  254,45;2026-09-01
184119;Storebrand Global Solutions A;    598,58;  598,58;2026-09-01
721506;Storebrand Grön Obligation A;    114,92;  114,92;2026-09-01
176503;Storebrand Japan A;    187,43;  187,43;2026-09-01
442897;Storebrand Kortränta A;    133,69;  133,69;2026-09-01
534800;Storebrand Obligation A;    152,82;  152,82;2026-09-01
248161;Storebrand USA A;    732,87;  732,87;2026-09-01
978981;Swedbank Robur Access Asien A;    533,98;  533,98;2026-09-01
755504;Swedbank Robur Access Europa A;    302,51;  302,51;2026-09-01
114819;Swedbank Robur Access Global A;    405,90;  405,90;2026-09-01
719674;Swedbank Robur Access Sverige A;    388,31;  388,31;2026-09-01
150649;Swedbank Robur Access USA A;    899,74;  899,74;2026-09-01
785022;Swedbank Robur Aktiefond Pension;     80,67;   80,67;2026-09-01
160267;Swedbank Robur Europafond A;     61,19;   61,19;2026-09-01
968420;Swedbank Robur Fastighet A;     67,57;   67,57;2026-09-01
928341;Swedbank Robur Healthcare A;     39,83;   39,83;2026-09-01
749192;Swedbank Robur Mixfond Pension;     35,46;   35,46;2026-09-01
677534;Swedbank Robur Obligation A;     13,92;   13,92;2026-09-01
717611;Swedbank Robur Räntefond Kort A;    112,69;  112,69;2026-09-01
896761;Swedbank Robur Small Cap Europe A;     47,26;   47,26;2026-09-01
856682;Swedbank Robur Småbolagsfond Sverige A;    251,90;  251,90;2026-09-01
607226;Swedbank Robur Sverige A;    855,25;  855,25;2026-09-01
283408;Swedbank Robur Technology A;   1817,22; 1817,22;2026-09-01
855387;Swedbank Robur Transfer 50;    202,96;  202,96;2026-09-01
819557;Swedbank Robur Transfer 60;    355,31;  355,31;2026-09-01
783720;Swedbank Robur Transfer 70;    585,46;  585,46;2026-09-01
747899;Swedbank Robur Transfer 80;    693,75;  693,75;2026-09-01
320762;Swedbank Robur Transfer 90;    534,02;  534,02;2026-09-01
425067;Templeton Emerging Markets Fund A;    839,04;  838,91;2026-08-31
460899;Templeton Global Bond Fund A;     10,35;   10,35;2026-08-31
861229;Tundra Sustainable Frontier Fund A;    357,22;  357,22;2026-09-01
780411;UB Infra Placeringsfond A;   2509,01; 2508,67;2026-09-01
144501;Ålandsbanken Euro Bond S Placeringsfond;    342,68;  342,68;2026-08-31
955435;Ålandsbanken Euro High Yield B Placeringsfond;    585,89;  585,81;2026-08-31
989491;Ålandsbanken Global Aktie B Placeringsfond;    234,65;  234,61;2026-08-31
123901;Ålandsbanken Kapitalförvaltning Placeringsfond;    437,94;  437,94;2026-08-31
521104;Ålandsbanken Norden Aktie Placeringsfond;   2348,80; 2348,80;2026-08-31
