Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  25780,14;25776,67;2026-09-02
848069;abrdn SICAV I - Future Global Equity Fund;    104,31;  104,30;2026-09-02
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    194,52;  194,49;2026-09-02
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     75,06;   75,05;2026-09-02
900894;abrdn SICAV I - Select Euro High Yield Bond A;    317,34;  317,30;2026-09-02
182584;Aktia Capital Placeringsfond B;     71,71;   71,70;2026-09-02
308908;Aktie-Ansvar Avkastningsfond A;    132,98;  132,98;2026-09-02
392241;Aktiespararna Småbolag Edge B;    113,64;  113,64;2026-09-02
290072;Aktiespararna Topp Sverige;     41,81;   41,81;2026-09-02
147348;Alfred Berg Aktiv R;   4376,30; 4374,60;2026-09-02
183178;Alfred Berg Norge C;   2507,75; 2506,78;2026-09-02
933359;Allianz China A-shares AT;    155,75;  155,72;2026-09-02
753731;Allianz China Equity A;    628,93;  628,84;2026-09-02
717900;Allianz Euro High Yield Bond A;   1257,85; 1257,68;2026-09-02
273839;Allianz Global Equity Growth AT;    117,64;  117,63;2026-09-02
502922;Allianz Global Metals and Mining A;   1169,56; 1169,41;2026-09-02
878694;Allianz Global Water AT;   1895,69; 1895,44;2026-09-02
309666;Allianz Pet and Animal Wellbeing AT;     67,47;   67,46;2026-09-02
823096;AMF Aktiefond Asien Stilla Havet;    457,30;  457,30;2026-09-02
538462;AMF Aktiefond Europa;    445,13;  445,13;2026-09-02
908277;AMF Aktiefond Global;    481,17;  481,17;2026-09-02
520692;AMF Aktiefond Nordamerika;    837,51;  837,51;2026-09-02
269357;AMF Aktiefond Småbolag;   1233,14; 1233,14;2026-09-02
681783;AMF Aktiefond Sverige;   1134,49; 1134,49;2026-09-02
645952;AMF Aktiefond Världen;    885,71;  885,71;2026-09-02
610121;AMF Balansfond;    481,49;  481,49;2026-09-02
305185;AMF Räntefond Kort;    125,15;  125,15;2026-09-02
574293;AMF Räntefond Lång;    159,73;  159,73;2026-09-02
265512;AMF Räntefond Mix;    116,89;  116,89;2026-09-02
791863;Amundi Funds Global Equity Conservative A2;   1496,64; 1496,41;2026-09-01
174490;Amundi Funds Japan Equity Value A2;   1800,12; 1799,52;2026-09-01
756031;Amundi Funds Latin America Equity A2;   7609,72; 7608,53;2026-09-01
720201;Amundi Funds SBI FM India Equity A2;   3676,58; 3676,00;2026-09-01
863522;Amundi Funds Volatility World A2;   1019,95; 1019,79;2026-09-01
581371;AP7 Aktiefond;    963,98;  963,98;2026-09-02
545541;AP7 Räntefond;    119,07;  119,07;2026-09-02
715955;Avanza Emerging Markets;    194,79;  194,79;2026-09-01
734491;Avanza Zero ;    561,96;  561,96;2026-09-02
477729;Baring Asia Growth A;   1831,60; 1831,32;2026-09-02
191080;Baring Global Emerging Markets A;    667,49;  667,39;2026-09-02
262741;Baring Global Resources A;    349,83;  349,78;2026-09-02
334409;Baring Hong Kong China A;  11952,71;11950,84;2026-09-02
235291;Baring Latin America A;    441,53;  441,46;2026-09-02
285990;BL - American Small & Mid Caps B;   2216,00; 2215,65;2026-09-01
551804;BL - Bond Dollar B;    903,99;  903,85;2026-09-01
153833;BL - Emerging Markets B;   2457,42; 2457,09;2026-09-01
300996;BL - Equities America B;   1185,78; 1185,60;2026-09-01
321828;BL - Equities Asia B;   1425,19; 1424,96;2026-09-01
118000;BL - Equities Dividend B;   2858,24; 2857,86;2026-09-01
142679;BL - Equities Japan B;   2167,31; 2166,59;2026-09-01
480145;BL - Global 30 B;   1376,56; 1376,37;2026-09-01
444315;BL - Global 50 B;   1470,00; 1469,81;2026-09-01
408484;BL - Global 75 B;   1523,96; 1523,75;2026-09-01
515973;BL - Global Bond Opportunities B;   1082,76; 1082,61;2026-09-01
320358;BL - Global Equities B;   1477,68; 1477,48;2026-09-01
647669;BL - Global Flexible B;   2782,93; 2782,55;2026-09-01
214338;BL - Global Flexible USD B;   1982,35; 1982,04;2026-09-01
608463;BlackRock - Asian Dragon Fund A2;    706,02;  705,91;2026-09-02
391896;BlackRock - China A2;    186,67;  186,64;2026-09-02
231100;BlackRock - Emerging Markets A2;    554,80;  554,71;2026-09-02
302760;BlackRock - Global Allocation A2;    953,85;  953,70;2026-09-02
572637;BlackRock - Global High Yield Bond Fund A2;    330,09;  330,03;2026-09-02
768499;BlackRock - India A2;    500,28;  500,20;2026-09-02
159442;BlackRock - Japan Small & MidCap A2;   1065,19; 1065,03;2026-09-02
661066;BlackRock - Latin American A2;    803,59;  803,46;2026-09-02
536806;BlackRock - Natural Resources Growth & Income Fund A2;    191,96;  191,93;2026-09-02
553578;BlackRock - Sustainable Energy A2;    220,76;  220,73;2026-09-02
768556;BlackRock - US Basic Value A2;   1726,90; 1726,63;2026-09-02
804385;BlackRock - US Flexible Equity A2;    973,30;  973,15;2026-09-02
625236;BlackRock - US Mid-Cap Value Fund A2;   4572,46; 4571,74;2026-09-02
517748;BlackRock - World Energy A2;    362,26;  362,20;2026-09-02
410258;BlackRock - World Financials A2;    796,46;  796,34;2026-09-02
338590;BlackRock - World Gold A2;   1083,59; 1083,42;2026-09-02
374421;BlackRock - World Healthscience A2;    777,49;  777,37;2026-09-02
481911;BlackRock - World Mining A2;   1144,17; 1144,00;2026-09-02
644294;BlackRock - World Real Estate Securities Fund A2;    168,75;  168,72;2026-09-02
446088;BlackRock - World Technology A2;   1369,37; 1369,15;2026-09-02
422709;BMC Global Select fund;    409,20;  409,20;2026-09-02
408062;C WorldWide Asia 1A;   3252,79; 3252,28;2026-09-02
515554;C WorldWide Global Equities 1A;   2338,34; 2337,97;2026-09-02
479725;C WorldWide Global Equities Ethical 1A;    418,13;  418,08;2026-09-02
443895;C WorldWide Healthcare Select 1A;   1648,78; 1648,56;2026-09-02
721035;C WorldWide Sweden Small Cap 1A;    780,83;  780,83;2026-09-02
320176;Carnegie Fastighetsfond Norden A;    443,51;  443,51;2026-09-02
505586;Carnegie Indienfond A;    720,49;  720,49;2026-09-02
214163;Carnegie Likviditetsfond A;   1371,09; 1371,09;2026-09-02
341362;Carnegie Listed Private Equity A;    719,46;  719,46;2026-09-02
554691;Carnegie Obligationsfond A;    986,77;  986,77;2026-09-02
584912;Carnegie Småbolagsfond A;    831,35;  831,35;2026-09-02
357483;Carnegie Strategifond A;   2593,59; 2593,59;2026-09-02
393314;Carnegie Sverigefond A;   6053,91; 6053,91;2026-09-02
976506;CB Save Earth Fund RC;    282,12;  282,08;2026-09-01
384750;Cicero Avkastning A;    143,89;  143,89;2026-09-02
959502;Cicero Hållbar Mix A;    209,54;  209,54;2026-09-02
356410;Cliens Småbolag ;   3197,23; 3197,23;2026-09-02
423822;Cliens Sverige;   1093,21; 1093,21;2026-09-02
386870;Coeli High Yield Opportunities;    130,21;  130,21;2026-09-02
330324;CPR Invest Global Gold Mines A2;   2307,98; 2307,62;2026-09-01
366154;CPR Invest Global Lifestyles A2;   1162,86; 1162,68;2026-09-01
291906;D&G Aktiefond;   4763,92; 4763,92;2026-09-02
541235;D&G Global All Cap;    448,14;  448,14;2026-09-02
140491;D&G Småbolag;   1216,85; 1216,85;2026-09-02
829945;Danske Invest SICAV - Aktiv Förmögenhetsförvaltning SI;   4651,16; 4651,16;2026-09-02
408898;Danske Invest SICAV - Euro Investment Grade Corporate Bond A;    165,84;  165,84;2026-09-01
571399;Danske Invest SICAV - Europe Small Cap A;    189,80;  189,80;2026-09-01
865774;Danske Invest SICAV - Sverige Kort Ränta SI;   1350,25; 1350,25;2026-09-02
901603;Danske Invest SICAV - Sverige Ränta SI;   1183,54; 1183,54;2026-09-02
463901;Danske Invest SICAV Sverige Småbolag Class SI;    219,90;  219,90;2026-09-01
184580;Delphi Global A2;   2641,92; 2641,92;2026-09-01
326660;DNB Global Emerging Markets S;    169,71;  169,71;2026-09-01
255001;DNB Health Care S;    183,85;  183,85;2026-09-01
290833;DNB SMB S;    186,04;  186,04;2026-09-01
183343;DNB Teknologi S;    269,20;  269,20;2026-09-01
623637;East Capital Global Emerging Markets Sustainable A;    395,68;  395,68;2026-09-02
870907;East Capital Global Frontier Markets A;    317,57;  317,57;2026-09-02
664482;Evli Corporate Bond Placeringsfonden B ;   1467,69; 1467,69;2026-09-01
229625;Evli Emerging Markets Credit Placeringsfonden B;   1386,24; 1386,05;2026-09-01
570044;Evli Finland Select Placeringsfonden B;    885,25;  885,13;2026-09-01
367987;Evli GEM Placeringsfonden B;   2871,28; 2870,89;2026-09-01
793109;Evli Global Placeringsfonden B;   4639,87; 4639,87;2026-09-01
700310;Evli High Yield Placeringsfonden B;   1967,46; 1967,46;2026-09-01
574582;Evli Likviditet Placeringsfonden B;   1209,55; 1209,55;2026-09-01
621631;Evli Short Corporate Bond Placeringsfonden B;    372,96;  372,91;2026-09-01
420463;Evli Sverige Småbolag;   8307,59; 8307,59;2026-09-01
850776;Fidelity - America Fund A;    507,53;  507,46;2026-09-02
994095;Fidelity - Asian Pacific Opportunities Fund A;    382,13;  382,07;2026-09-02
922435;Fidelity - Asian Special Situations Fund A;    810,85;  810,74;2026-09-02
886606;Fidelity - China Consumer  Fund A;    196,19;  196,16;2026-09-02
958264;Fidelity - China Focus Fund A;    119,15;  119,13;2026-09-02
313320;Fidelity - Emerging Asia Fund A;    525,70;  525,63;2026-09-02
349150;Fidelity - Emerging Markets Funds A;    294,29;  294,25;2026-09-02
277491;Fidelity - Global High  Yield Fund A;    174,14;  174,12;2026-09-02
976928;Folksam LO Sverige;    748,61;  748,61;2026-09-02
941096;Folksam LO Världen;    458,35;  458,35;2026-09-02
202002;Fondita Global Megatrends Placeringsfond B;   1507,44; 1507,24;2026-09-02
237834;Fondita Nordic Small Cap Placeringsfond B;   2312,37; 2312,06;2026-09-02
389239;Franklin Biotechnology Discovery Fund;    694,32;  694,21;2026-09-01
170894;Franklin India Fund A ;    588,53;  588,44;2026-09-01
717496;Franklin Mutual Global Discovery Fund A;    330,71;  330,66;2026-09-01
532558;Franklin Natural Resources Fund A;    128,24;  128,22;2026-09-01
496729;Franklin Technology Fund A;    705,26;  705,15;2026-09-01
384107;Franklin U.S. Opportunities Fund A;    379,72;  379,66;2026-09-01
201111;GodFond Sverige & Världen;    615,28;  615,28;2026-09-02
992099;Goldman Sachs Asia Equity Income P;  21709,05;21705,67;2026-09-02
523050;Goldman Sachs Global Equity Impact Opportunities P;   6141,44; 6140,61;2026-09-02
