Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
581371;AP7 Aktiefond;    963,77;  963,77;2026-09-10
545541;AP7 Räntefond;    118,78;  118,78;2026-09-10
715955;Avanza Emerging Markets;    199,47;  199,47;2026-09-09
734491;Avanza Zero ;    561,61;  561,61;2026-09-10
477729;Baring Asia Growth A;   1886,95; 1886,65;2026-09-10
191080;Baring Global Emerging Markets A;    683,93;  683,82;2026-09-10
262741;Baring Global Resources A;    353,76;  353,71;2026-09-10
334409;Baring Hong Kong China A;  11770,66;11768,82;2026-09-10
235291;Baring Latin America A;    438,24;  438,18;2026-09-10
285990;BL - American Small & Mid Caps B;   2145,03; 2144,69;2026-09-09
551804;BL - Bond Dollar B;    901,99;  901,85;2026-09-09
153833;BL - Emerging Markets B;   2469,06; 2468,73;2026-09-09
300996;BL - Equities America B;   1176,38; 1176,20;2026-09-09
321828;BL - Equities Asia B;   1432,48; 1432,25;2026-09-09
118000;BL - Equities Dividend B;   2786,64; 2786,26;2026-09-09
142679;BL - Equities Japan B;   2146,53; 2145,84;2026-09-09
480145;BL - Global 30 B;   1376,21; 1376,02;2026-09-09
444315;BL - Global 50 B;   1467,28; 1467,08;2026-09-09
408484;BL - Global 75 B;   1518,33; 1518,13;2026-09-09
515973;BL - Global Bond Opportunities B;   1083,71; 1083,57;2026-09-09
320358;BL - Global Equities B;   1468,84; 1468,64;2026-09-09
647669;BL - Global Flexible B;   2784,19; 2783,81;2026-09-09
214338;BL - Global Flexible USD B;   1965,65; 1965,34;2026-09-09
608463;BlackRock - Asian Dragon Fund A2;    715,86;  715,75;2026-09-10
391896;BlackRock - China A2;    184,22;  184,19;2026-09-10
231100;BlackRock - Emerging Markets A2;    563,77;  563,68;2026-09-10
302760;BlackRock - Global Allocation A2;    948,70;  948,55;2026-09-10
572637;BlackRock - Global High Yield Bond Fund A2;    327,77;  327,72;2026-09-10
768499;BlackRock - India A2;    493,58;  493,50;2026-09-10
159442;BlackRock - Japan Small & MidCap A2;   1072,88; 1072,72;2026-09-10
661066;BlackRock - Latin American A2;    794,11;  793,99;2026-09-10
536806;BlackRock - Natural Resources Growth & Income Fund A2;    190,93;  190,90;2026-09-10
553578;BlackRock - Sustainable Energy A2;    219,70;  219,66;2026-09-10
768556;BlackRock - US Basic Value A2;   1695,63; 1695,37;2026-09-10
804385;BlackRock - US Flexible Equity A2;    967,11;  966,96;2026-09-10
625236;BlackRock - US Mid-Cap Value Fund A2;   4447,94; 4447,25;2026-09-10
517748;BlackRock - World Energy A2;    364,69;  364,64;2026-09-10
410258;BlackRock - World Financials A2;    787,40;  787,28;2026-09-10
338590;BlackRock - World Gold A2;   1073,46; 1073,29;2026-09-10
374421;BlackRock - World Healthscience A2;    741,85;  741,74;2026-09-10
481911;BlackRock - World Mining A2;   1121,60; 1121,42;2026-09-10
644294;BlackRock - World Real Estate Securities Fund A2;    167,15;  167,12;2026-09-10
446088;BlackRock - World Technology A2;   1399,89; 1399,67;2026-09-10
422709;BMC Global Select fund;    411,39;  411,39;2026-09-10
408062;C WorldWide Asia 1A;   3267,18; 3266,67;2026-09-10
515554;C WorldWide Global Equities 1A;   2296,33; 2295,97;2026-09-10
479725;C WorldWide Global Equities Ethical 1A;    414,40;  414,35;2026-09-10
443895;C WorldWide Healthcare Select 1A;   1587,64; 1587,42;2026-09-10
721035;C WorldWide Sweden Small Cap 1A;    777,24;  777,24;2026-09-10
320176;Carnegie Fastighetsfond Norden A;    444,97;  444,97;2026-09-10
505586;Carnegie Indienfond A;    716,92;  716,92;2026-09-10
214163;Carnegie Likviditetsfond A;   1371,69; 1371,69;2026-09-10
341362;Carnegie Listed Private Equity A;    703,79;  703,79;2026-09-10
554691;Carnegie Obligationsfond A;    982,77;  982,77;2026-09-10
584912;Carnegie Småbolagsfond A;    832,09;  832,09;2026-09-10
357483;Carnegie Strategifond A;   2580,64; 2580,64;2026-09-10
393314;Carnegie Sverigefond A;   6003,36; 6003,36;2026-09-10
976506;CB Save Earth Fund RC;    288,04;  288,00;2026-09-09
384750;Cicero Avkastning A;    143,87;  143,87;2026-09-10
959502;Cicero Hållbar Mix A;    208,08;  208,08;2026-09-10
356410;Cliens Småbolag ;   3190,49; 3190,49;2026-09-10
423822;Cliens Sverige;   1091,31; 1091,31;2026-09-10
386870;Coeli High Yield Opportunities;    130,16;  130,16;2026-09-10
330324;CPR Invest Global Gold Mines A2;   2419,61; 2419,23;2026-09-09
366154;CPR Invest Global Lifestyles A2;   1164,98; 1164,80;2026-09-09
291906;D&G Aktiefond;   4721,82; 4721,82;2026-09-10
541235;D&G Global All Cap;    444,27;  444,27;2026-09-10
140491;D&G Småbolag;   1222,45; 1222,45;2026-09-10
829945;Danske Invest SICAV - Aktiv Förmögenhetsförvaltning SI;   4637,23; 4637,23;2026-09-10
408898;Danske Invest SICAV - Euro Investment Grade Corporate Bond A;    165,19;  165,19;2026-09-09
571399;Danske Invest SICAV - Europe Small Cap A;    186,67;  186,67;2026-09-09
865774;Danske Invest SICAV - Sverige Kort Ränta SI;   1350,25; 1350,25;2026-09-10
901603;Danske Invest SICAV - Sverige Ränta SI;   1181,56; 1181,56;2026-09-10
463901;Danske Invest SICAV Sverige Småbolag Class SI;    217,21;  217,21;2026-09-09
184580;Delphi Global A2;   2680,34; 2680,34;2026-09-09
326660;DNB Global Emerging Markets S;    170,86;  170,86;2026-09-09
255001;DNB Health Care S;    179,46;  179,46;2026-09-09
290833;DNB SMB S;    190,91;  190,91;2026-09-09
183343;DNB Teknologi S;    269,51;  269,51;2026-09-09
623637;East Capital Global Emerging Markets Sustainable A;    401,85;  401,85;2026-09-10
870907;East Capital Global Frontier Markets A;    314,24;  314,24;2026-09-10
664482;Evli Corporate Bond Placeringsfonden B ;   1461,13; 1461,13;2026-09-09
229625;Evli Emerging Markets Credit Placeringsfonden B;   1386,29; 1386,10;2026-09-09
570044;Evli Finland Select Placeringsfonden B;    904,45;  904,32;2026-09-09
367987;Evli GEM Placeringsfonden B;   2867,74; 2867,36;2026-09-09
793109;Evli Global Placeringsfonden B;   4473,68; 4473,68;2026-09-09
700310;Evli High Yield Placeringsfonden B;   1959,85; 1959,85;2026-09-09
574582;Evli Likviditet Placeringsfonden B;   1209,85; 1209,85;2026-09-09
621631;Evli Short Corporate Bond Placeringsfonden B;    372,83;  372,78;2026-09-09
420463;Evli Sverige Småbolag;   8244,62; 8244,62;2026-09-09
850776;Fidelity - America Fund A;    496,10;  496,04;2026-09-10
994095;Fidelity - Asian Pacific Opportunities Fund A;    375,56;  375,51;2026-09-10
922435;Fidelity - Asian Special Situations Fund A;    809,72;  809,61;2026-09-10
886606;Fidelity - China Consumer  Fund A;    188,40;  188,37;2026-09-10
958264;Fidelity - China Focus Fund A;    116,99;  116,97;2026-09-10
313320;Fidelity - Emerging Asia Fund A;    524,56;  524,49;2026-09-10
349150;Fidelity - Emerging Markets Funds A;    295,54;  295,50;2026-09-10
277491;Fidelity - Global High  Yield Fund A;    173,00;  172,97;2026-09-10
976928;Folksam LO Sverige;    766,62;  766,62;2026-09-08
941096;Folksam LO Världen;    452,95;  452,95;2026-09-10
202002;Fondita Global Megatrends Placeringsfond B;   1489,98; 1489,78;2026-09-10
237834;Fondita Nordic Small Cap Placeringsfond B;   2301,98; 2301,67;2026-09-10
389239;Franklin Biotechnology Discovery Fund;    678,36;  678,25;2026-09-09
170894;Franklin India Fund A ;    571,38;  571,29;2026-09-09
717496;Franklin Mutual Global Discovery Fund A;    325,82;  325,77;2026-09-09
532558;Franklin Natural Resources Fund A;    129,77;  129,75;2026-09-09
496729;Franklin Technology Fund A;    724,43;  724,31;2026-09-09
384107;Franklin U.S. Opportunities Fund A;    383,00;  382,94;2026-09-09
201111;GodFond Sverige & Världen;    615,01;  615,01;2026-09-10
992099;Goldman Sachs Asia Equity Income P;  21629,06;21625,67;2026-09-10
523050;Goldman Sachs Global Equity Impact Opportunities P;   6037,71; 6036,90;2026-09-10
401695;Goldman Sachs Global Social Impact Equity P;  21281,91;21278,58;2026-09-10
666370;Goldman Sachs Greater China Equity P;  18592,51;18589,60;2026-09-10
971010;Goldman Sachs Green Bond P;     88,11;   88,11;2026-09-10
929224;Handelsbanken  USA Index Criteria A1;   1175,69; 1175,69;2026-09-10
840033;Handelsbanken Amerika Tema A1;   2668,85; 2668,85;2026-09-10
504100;Handelsbanken Asien Tema A1;   1498,25; 1498,25;2026-09-10
491233;Handelsbanken Developed Markets Index Criteria A1;    153,05;  153,05;2026-09-10
750075;Handelsbanken Emerging Markets Index A1;    324,11;  324,11;2026-09-10
629543;Handelsbanken Europa Index Criteria A1;    260,61;  260,61;2026-09-10
785907;Handelsbanken Global Index Criteria A1;    708,46;  708,46;2026-09-10
549552;Handelsbanken Global Småbolag Index Criteria A1;    226,63;  226,63;2026-09-10
123679;Handelsbanken Global Tema A1;   1114,36; 1114,36;2026-09-10
644005;Handelsbanken Hälsovård Tema A1;    449,95;  449,95;2026-09-10
687509;Handelsbanken Hållbar Energi A1;    380,82;  380,82;2026-09-10
718205;Handelsbanken Kortränta A1;    163,98;  163,98;2026-09-10
524702;Handelsbanken Långränta A1;    111,74;  111,74;2026-09-10
674630;Handelsbanken Norden Selektiv (A1 SEK);    835,60;  835,60;2026-09-10
751495;Handelsbanken Nordiska Småbolag A1;   1875,47; 1875,47;2026-09-10
167114;Handelsbanken Pension 40 A12;    180,57;  180,57;2026-09-09
314682;Handelsbanken Pension 50 A12;    252,21;  252,21;2026-09-09
350512;Handelsbanken Pension 60 A12;    420,83;  420,83;2026-09-09
278853;Handelsbanken Pension 70 A12;    531,65;  531,65;2026-09-09
243022;Handelsbanken Pension 80 A12;    531,05;  531,05;2026-09-09
952010;Handelsbanken Svenska Småbolag A1;   2505,31; 2505,31;2026-09-10
465914;Handelsbanken Sverige 100 Index Criteria A1;    544,57;  544,57;2026-09-10
638809;Handelsbanken Sverige Index Criteria (A1 SEK);    598,92;  598,92;2026-09-10
602979;Handelsbanken Sverige LM Index (A1 SEK);    122,87;  122,87;2026-09-10
459652;Handelsbanken Sverige Selektiv (A1 SEK);   1004,66; 1004,66;2026-09-10
987842;Handelsbanken Tillväxtmarknad Tema A1;    655,26;  655,26;2026-09-10
500976;HealthInvest Small & Mid Cap Healthcare;    182,04;  182,04;2026-09-09
282632;Holberg Global A;    652,58;  652,33;2026-09-10
318469;Holberg Norge;   1662,98; 1662,34;2026-09-10
712299;Humle Småbolagsfond A;    736,78;  736,78;2026-09-10
307306;Indecap Guide 1 C;    127,39;  127,39;2026-09-09
271478;Indecap Guide 2 C;    292,55;  292,55;2026-09-09
233585;JPMorgan China A;    700,23;  700,12;2026-09-10
305243;JPMorgan Emerging Markets Equity A ;    648,83;  648,73;2026-09-10
124438;JPMorgan Funds - Europe Sustainable Equity Fund;   2671,81; 2671,45;2026-09-10
535569;JPMorgan Funds - Europe Sustainable Small Cap Equity Fund;   1804,16; 1803,92;2026-09-10
676460;Kotak Funds - India Growth Fund;    224,12;  224,08;2026-09-10
895699;Kotak Funds - India Midcap A;    372,89;  372,83;2026-09-10
224493;KPA Blandfond;    528,01;  528,01;2026-09-10
295857;Lannebo Emerging Markets A;    405,86;  405,86;2026-09-10
660829;Lannebo FRN A;    131,78;  131,78;2026-09-10
104786;Lannebo Företagsobligationsfond A;    136,47;  136,47;2026-09-10
964767;Lannebo Global A;    560,00;  560,00;2026-09-10
163923;Lannebo Global Growth A;   1784,79; 1784,79;2026-09-10
294918;Lannebo Kort ränta;    104,97;  104,97;2026-09-10
642298;Lannebo Marknad Pacific;    445,07;  445,07;2026-09-10
678128;Lannebo Marknad USA A;    695,84;  695,84;2026-09-10
878520;Lannebo Mixfond;     39,93;   39,93;2026-09-10
861104;Lannebo Mixfond Offensiv A;    354,36;  354,36;2026-09-10
513722;Lannebo Obligationsfond A;    102,15;  102,15;2026-09-10
844100;Lannebo Realräntefond A;    125,32;  125,32;2026-09-10
694539;Lannebo Small Cap Opportunities A;   7762,55; 7762,55;2026-09-10
842690;Lannebo Småbolag;    190,06;  190,06;2026-09-10
416867;Lannebo Sweden Micro Cap;   2108,50; 2108,50;2026-09-10
771030;Lannebo Teknik;     23,66;   23,66;2026-09-10
313742;Länsförsäkringar Fastighetsfond A;   5579,68; 5579,68;2026-09-10
874560;Länsförsäkringar Företagsobligation Vision ;    125,87;  125,87;2026-09-10
563965;Länsförsäkringar Global Vision A;    120,89;  120,89;2026-09-10
470104;Länsförsäkringar Japan Index;    246,62;  246,62;2026-09-10
420646;Länsförsäkringar Kort Räntefond;    118,26;  118,26;2026-09-10
242081;Länsförsäkringar Lång Räntefond A;    165,22;  165,22;2026-09-10
599795;Länsförsäkringar Mix Vision A;    636,96;  636,96;2026-09-10
515676;Länsförsäkringar Småbolag Sverige Vision A;   1673,82; 1673,82;2026-09-10
814772;Länsförsäkringar Sparmål 2015;    275,90;  275,90;2026-09-10
778944;Länsförsäkringar Sparmål 2020;    307,52;  307,52;2026-09-10
743112;Länsförsäkringar Sparmål 2025;    407,85;  407,85;2026-09-10
707281;Länsförsäkringar Sparmål 2030;    484,54;  484,54;2026-09-10
671453;Länsförsäkringar Sparmål 2035;    284,36;  284,36;2026-09-10
635623;Länsförsäkringar Sparmål 2040;    304,50;  304,50;2026-09-10
832360;Länsförsäkringar Sparmål 2045;    369,89;  369,89;2026-09-10
434274;Länsförsäkringar Tillväxtmarknad Index A;    260,22;  260,22;2026-09-10
456475;Länsförsäkringar USA Aktiv A;   1311,97; 1311,97;2026-09-10
551507;Länsförsäkringar USA Index;   1186,54; 1186,54;2026-09-10
117002;Lärarfond Balanserad;     39,72;   39,72;2026-09-10
981175;Lärarfond Försiktig;     20,91;   20,91;2026-09-10
152835;Lärarfond Offensiv;     56,12;   56,12;2026-09-10
343665;Mercer Passive Sustainable Global Equity UCITS CCF;   1256,99; 1256,99;2026-09-10
615310;Naventi Balanserad Flex;    235,15;  235,15;2026-09-10
447086;Naventi Defensiv Flex;    169,50;  169,50;2026-09-10
727057;Naventi Offensiv Flex;    358,05;  358,05;2026-09-10
196097;Nordea European Sustainable Stars Equity Fund;   2651,40; 2651,40;2026-09-10
430975;Nordea Generationsfond 50-tal;    162,31;  162,31;2026-09-10
359315;Nordea Generationsfond 60-tal;    304,13;  304,13;2026-09-10
287656;Nordea Generationsfond 70-tal;    357,40;  357,40;2026-09-10
215996;Nordea Generationsfond 80-tal;    340,74;  340,74;2026-09-10
596429;Nordea Generationsfond 90-tal;    421,51;  421,51;2026-09-10
502633;Nordea Generationsfond Senior;    102,12;  102,12;2026-09-10
282517;Nordea Global;     12,26;   12,26;2026-09-10
995571;Nordea Globala Tillväxtmarknader ;    635,80;  635,80;2026-09-10
469692;Nordea Indienfond;    445,99;  445,99;2026-09-10
653097;Nordea Kinafond;    292,43;  292,43;2026-09-10
861757;Nordea Nordic Fund;      3,38;    3,38;2026-09-10
648964;Nordea Obligationsfond;    124,01;  124,01;2026-09-10
131409;Nordea Realräntefond;    170,42;  170,42;2026-09-10
286294;Nordea Småbolagsfond Norden;    338,01;  338,01;2026-09-10
428078;Nordea Småbolagsfond Sverige;    641,62;  641,62;2026-09-10
840090;Nordea Stratega Ränta;    138,30;  138,30;2026-09-10
613133;Nordea Swedish Bond Stars;    109,36;  109,36;2026-09-10
419101;Odin Emerging Markets C;    599,39;  599,16;2026-09-10
332156;Odin Fastighet C;   1248,15; 1247,67;2026-09-10
562421;Odin Global C;    543,93;  543,72;2026-09-10
562728;Odin Norge C ;   9145,81; 9142,30;2026-09-10
165755;Pareto Aksje Norge B;   5511,67; 5509,55;2026-09-09
912691;Pareto Global B;   4705,65; 4703,83;2026-09-10
134593;Pareto Räntefond A;   1298,26; 1298,26;2026-09-10
917955;Pictet Asian  Equities Ex Japan R;   3864,13; 3863,52;2026-09-10
260919;Pictet Biotech R;  12694,81;12692,82;2026-09-10
882126;Pictet China Equities R;   4483,71; 4483,01;2026-09-10
887497;Pictet Clean Energy Transition R;   2075,96; 2075,63;2026-09-10
296749;Pictet Digital R;   6544,52; 6543,49;2026-09-10
404236;Pictet Emerging Markets R;   7384,09; 7382,93;2026-09-10
280925;Pictet EUR Bonds R;   5198,40; 5197,70;2026-09-09
173435;Pictet Global Emerging Debt R;   4115,94; 4115,30;2026-09-09
690693;Pictet Global Megatrend Selection R;   3839,29; 3838,69;2026-09-10
874271;Pictet Indian Equities R;   6787,42; 6786,36;2026-09-10
910109;Pictet Japanese Equity Opportunities R;   1515,88; 1515,63;2026-09-10
688986;Pictet Longevity R;   2479,97; 2479,58;2026-09-10
923383;Pictet Premium Brands R;   2461,31; 2460,98;2026-09-10
968891;Pictet Security R;   4044,80; 4044,16;2026-09-10
755033;Pictet Timber R;   1752,40; 1752,13;2026-09-10
189258;Pictet Water R;   4432,33; 4431,73;2026-09-10
241661;Pictet-Emerging Corporate Bonds R ;   1315,44; 1315,24;2026-09-09
487108;Prior & Nilsson Realinvest A;   3794,09; 3794,09;2026-09-10
670091;S-Bank Emerging Markets Equity Fund;    265,22;  265,19;2026-09-10
324665;S-Banken Fenno Aktie A;   5787,65; 5786,87;2026-09-10
360495;S-Banken USA Aktie A;    851,97;  851,85;2026-09-10
531310;SEB 3 - SEB Sweden Equity Fund;    137,89;  137,89;2026-09-10
301580;SEB Aktiesparfond;     33,46;   33,46;2026-09-10
914945;SEB Asienfond ex Japan;     45,77;   45,77;2026-09-10
639633;SEB Asset Selection Fund C;    174,62;  174,62;2026-09-09
651679;SEB Dynamic Bond Fund C;    119,82;  119,82;2026-09-10
520759;SEB Dynamisk Aktiefond;     32,56;   32,56;2026-09-09
950774;SEB Emerging Marketsfond;     55,60;   55,60;2026-09-09
556589;SEB Europafond Småbolag;    115,20;  115,20;2026-09-10
988600;SEB Europe Equity Fund;   1432,69; 1432,50;2026-09-09
698952;SEB Global Aktiefond;     40,60;   40,60;2026-09-10
882358;SEB Global High Yield Fund C;    214,12;  214,12;2026-09-09
405704;SEB Green Bond Fund C;    103,02;  103,02;2026-09-09
229922;SEB Läkemedelsfond;     34,42;   34,42;2026-09-10
916354;SEB Nordamerikafond Små och Medelstora Bolag A;   5081,68; 5081,68;2026-09-10
484923;SEB Nordenfond;     78,68;   78,68;2026-09-10
710467;SEB Nordic Small Cap Fund;    101,57;  101,57;2026-09-09
997403;SEB Pension Fund C;    238,97;  238,97;2026-09-09
496497;SEB Realräntefond D;     12,56;   12,56;2026-09-10
495482;SEB Sverigefond;     57,26;   57,26;2026-09-10
499731;SEB Sverigefond Småbolag;    135,70;  135,70;2026-09-10
194092;SEB Teknologifond ;    159,36;  159,36;2026-09-09
879114;SEB Världenfond;     28,56;   28,56;2026-09-09
383159;SEB Östeuropafond Små och Medelstora Bolag ex Ryssland C;     64,26;   64,25;2026-09-09
443721;Seligson & Co Euroobligation A;     41,36;   41,36;2026-09-10
479550;Seligson & Co Global Top 25 Brands A;    216,26;  216,24;2026-09-10
416982;Seligson & Co Global Top 25 Pharmaceuticals A;    564,00;  563,93;2026-09-10
303701;Sensor Sverige Select;    440,36;  440,36;2026-09-10
832717;Simplicity Företagsobligationer A;    156,92;  156,92;2026-09-10
934711;Simplicity Global Corporate Bond A;    147,87;  147,87;2026-09-10
418699;Simplicity Likviditet A;    130,51;  130,51;2026-09-10
567140;Simplicity Sverige;    283,02;  283,02;2026-09-10
153007;SKAGEN Focus D;    285,42;  285,31;2026-09-10
984187;SKAGEN Global E;   3629,33; 3627,94;2026-09-10
501981;SKAGEN Kon-Tiki F;   1723,99; 1723,33;2026-09-10
260497;SKAGEN m2 C;    261,45;  261,35;2026-09-10
296327;SKAGEN Vekst C;   7204,64; 7201,87;2026-09-10
546960;Skandia Balanserad;    654,21;  654,21;2026-09-10
654459;Skandia Europa Exponering;   1133,05; 1133,05;2026-09-10
403642;Skandia Försiktig;    255,94;  255,94;2026-09-10
545426;Skandia Global Exponering A;    580,45;  580,45;2026-09-10
582791;Skandia Japan Exponering;    444,33;  444,33;2026-09-10
331983;Skandia Korträntefond;    147,21;  147,21;2026-09-10
256362;Skandia Nordamerika Exponering;    782,64;  782,64;2026-09-10
726117;Skandia Obligationsfond;    186,15;  186,15;2026-09-10
469817;Skandia Realräntefond;    157,96;  157,96;2026-09-10
103606;Skandia Småbolag Sverige;   1499,99; 1499,99;2026-09-10
439471;Skandia Time Global;   1338,49; 1338,49;2026-09-10
511139;Skandia USA;   2436,41; 2436,41;2026-09-10
475301;Skandia Världen;    955,66;  955,66;2026-09-10
465147;Spiltan Globalfond Investmentbolag;    315,41;  315,41;2026-09-10
560599;Spiltan Högräntefond;    142,39;  142,39;2026-09-10
972497;Spiltan Räntefond Sverige;    152,53;  152,53;2026-09-10
152181;Spiltan Småbolagsfond;   1433,33; 1433,33;2026-09-10
391482;SPP Generation 40-tal;    327,74;  327,74;2026-09-10
427310;SPP Generation 50-tal;    527,61;  527,61;2026-09-10
463141;SPP Generation 60-tal;   1025,91; 1025,91;2026-09-10
498972;SPP Generation 70-tal;    554,08;  554,08;2026-09-10
844522;SPP Generation 80-tal;    296,10;  296,10;2026-09-10
459891;Storebrand Emerging Markets A;    300,91;  300,91;2026-09-10
429316;Storebrand Emerging Markets Plus A;    329,59;  329,59;2026-09-10
140673;Storebrand Europa A;    308,36;  308,36;2026-09-10
331686;Storebrand FRN Företagsobligation A;    136,06;  136,06;2026-09-10
126268;Storebrand Global Corporate Bond IG 4-6Y A SEK H;    105,86;  105,86;2026-09-10
912220;Storebrand Global High Dividend Low Volatility A;    370,11;  370,11;2026-09-10
527060;Storebrand Global Indeks A4;   2700,89; 2700,46;2026-09-10
162099;Storebrand Global Multifactor A;    257,98;  257,98;2026-09-10
184119;Storebrand Global Solutions A;    587,71;  587,71;2026-09-10
721506;Storebrand Grön Obligation A;    114,47;  114,47;2026-09-10
176503;Storebrand Japan A;    190,23;  190,23;2026-09-10
442897;Storebrand Kortränta A;    133,72;  133,72;2026-09-10
534800;Storebrand Obligation A;    152,09;  152,09;2026-09-10
248161;Storebrand USA A;    734,10;  734,10;2026-09-10
978981;Swedbank Robur Access Asien A;    541,66;  541,66;2026-09-10
755504;Swedbank Robur Access Europa A;    299,90;  299,90;2026-09-10
114819;Swedbank Robur Access Global A;    406,76;  406,76;2026-09-10
719674;Swedbank Robur Access Sverige A;    385,22;  385,22;2026-09-10
150649;Swedbank Robur Access USA A;    902,00;  902,00;2026-09-10
785022;Swedbank Robur Aktiefond Pension;     80,66;   80,66;2026-09-10
160267;Swedbank Robur Europafond A;     60,86;   60,86;2026-09-10
968420;Swedbank Robur Fastighet A;     66,76;   66,76;2026-09-10
928341;Swedbank Robur Healthcare A;     38,77;   38,77;2026-09-10
749192;Swedbank Robur Mixfond Pension;     35,37;   35,37;2026-09-10
677534;Swedbank Robur Obligation A;     13,86;   13,86;2026-09-10
717611;Swedbank Robur Räntefond Kort A;    112,76;  112,76;2026-09-10
896761;Swedbank Robur Small Cap Europe A;     46,53;   46,53;2026-09-10
856682;Swedbank Robur Småbolagsfond Sverige A;    248,94;  248,94;2026-09-10
607226;Swedbank Robur Sverige A;    848,41;  848,41;2026-09-10
283408;Swedbank Robur Technology A;   1845,64; 1845,64;2026-09-10
855387;Swedbank Robur Transfer 50;    202,30;  202,30;2026-09-10
819557;Swedbank Robur Transfer 60;    354,36;  354,36;2026-09-10
783720;Swedbank Robur Transfer 70;    585,50;  585,50;2026-09-10
747899;Swedbank Robur Transfer 80;    695,67;  695,67;2026-09-10
320762;Swedbank Robur Transfer 90;    533,49;  533,49;2026-09-10
425067;Templeton Emerging Markets Fund A;    852,09;  851,96;2026-09-09
460899;Templeton Global Bond Fund A;     10,49;   10,49;2026-09-09
861229;Tundra Sustainable Frontier Fund A;    354,36;  354,36;2026-09-10
780411;UB Infra Placeringsfond A;   2474,47; 2474,13;2026-09-10
144501;Ålandsbanken Euro Bond S Placeringsfond;    341,58;  341,58;2026-09-09
955435;Ålandsbanken Euro High Yield B Placeringsfond;    584,77;  584,69;2026-09-09
989491;Ålandsbanken Global Aktie B Placeringsfond;    233,75;  233,72;2026-09-09
123901;Ålandsbanken Kapitalförvaltning Placeringsfond;    435,98;  435,98;2026-09-09
521104;Ålandsbanken Norden Aktie Placeringsfond;   2325,42; 2325,42;2026-09-09
